,Title,Director,Production,Music Composer,Cast,Genre,Release Date,Year
924,Kaliyuga Ravanasurudu,Bapu,Raja Lakshmi Cine Art Creations,unknown,"Surapaneni Sridhar, ",unknown,unknown,1980
925,Kiladi Krishnudu,Vijaya Nirmala,Sangamam Art Pictures,unknown,Krishna Ghattamaneni,unknown,unknown,1980
926,Kodallu Vastunnaru Jagratha,Katta Subba Rao,Vishnupriyaa Productions,unknown,Sobhan Babu,unknown,unknown,1980
927,Kotha Jeevithalu,Bharatiraja,unknown,unknown,Suhasini,unknown,unknown,1980
928,Kottapeta Rowdy,P. Sambasiva Rao,Satya Chitra International,unknown,Krishna Ghattamaneni,unknown,unknown,1980
929,Love in Singapore,Baby,SVS Films,unknown,Ranganath,unknown,unknown,1980
930,Maa Bhoomi,Gautam Ghose,unknown,unknown,Sai Chand,unknown,unknown,1980
931,Mahalakshmi,Rajachandra,Sri Kumaraswamy Films,unknown,Sobhan Babu,unknown,unknown,1980
932,Manavude Mahaneeyudu,P. Chandrashekar Reddy,unknown,unknown,Sobhan Babu,unknown,unknown,1980
933,Mayadari Krishnudu,R. Thyagarajan,Devar Films,unknown,Rajinikanth,unknown,unknown,1980
934,Mogudu Kaavali,Katta Subba Rao,Charitra Chitra,unknown,Chiranjeevi,unknown,unknown,1980
935,Moodu Mulla Bandham,Muthyala Subbaiah,Gomatha Art Creations,unknown,Sarath Babu,unknown,unknown,1980
936,Mosagadu,K. Raghavendra Rao,Sri Kranthi Chitra Productions,unknown,Chiranjeevi,unknown,unknown,1980
937,Nakili Manishi,S. D. Lal,Ravi Chitra,unknown,Chiranjeevi,unknown,unknown,1980
938,Nayakudu Vinayakudu,K. Pratyagatma,unknown,unknown,Akkineni Nageswara Rao,unknown,unknown,1980
939,Pilla Zamindar,Singeetham Srinivasa Rao,Annapurna Studios,unknown,Akkineni Nageshwara Rao,unknown,unknown,1980
940,Prema Kanuka,K. Raghavendra Rao,Annapurna Studios,unknown,Akkineni Nageswara Rao,unknown,unknown,1980
941,Prema Tarangalu,S. P. Chittibabu,Prabhu Chitra,unknown,Krishnam Raju,unknown,unknown,1980
942,Punnami Naagu,Rajasekhar,AVM Studios,unknown,Chiranjeevi,unknown,unknown,1980
943,Rakta Bandham,Aaluri Ravi,Ricoh Films,unknown,Chiranjeevi,unknown,unknown,1980
944,Ram Robert Rahim,Vijaya Nirmala,unknown,unknown,Rajinikanth,unknown,unknown,1980
945,Ramudu Parasuramudu,M. S. Gopinath,Suresh Fine Arts,unknown,Sobhan Babu,unknown,unknown,1980
946,Rowdy Ramudu Konte Krishnudu,K. Raghavendra Rao,unknown,unknown,N. T. Rama Rao,unknown,unknown,1980
947,Sankarabharanam,K. Viswanath,Purnodaya Art Creations,unknown,J. V. Somayajulu,unknown,unknown,1980
948,Sannayi Appanna,Lakshmi Deepak,Sri Ramana Chitra,unknown,Sobhan Babu,unknown,unknown,1980
949,Sarada Ramudu,K. Vasu,unknown,unknown,N. T. Rama Rao,unknown,unknown,1980
950,Sardar Papa Rayudu,Dasari Narayana Rao,Sri Annapurna International,unknown,N. T. Rama Rao,unknown,unknown,1980
951,Sirimalle Navvindi,Vijaya Nirmala,unknown,unknown,Krishna,unknown,unknown,1980
952,Sita Ramulu,Dasari Narayana Rao,Jayakrishna Movies,unknown,Krishnam Raju,unknown,unknown,1980
953,Srivari Muchatlu,Dasari Narayana Rao,Lakshmi Films Combines,unknown,Akkineni Nageswara Rao,unknown,unknown,1980
954,Subhodayam,K. Viswanath,Sri Ram Art Pictures,unknown,Chandra Mohan,unknown,unknown,1980
955,Superman,V. Madhusudhan Rao,unknown,unknown,N. T. Rama Rao,unknown,unknown,1980
956,Thathayya Premaleelalu,B. V. Prasad,Kaumudi Arts,unknown,Chiranjeevi,unknown,unknown,1980
957,Tholi Kodi Koosindi,K. Balachander,unknown,unknown,Sarath Babu,unknown,unknown,1980
958,Yamudu,Amrutha,unknown,unknown,Krishna Ghattamaneni,unknown,unknown,1980
959,Yedanthasthula Meda,ANR,unknown,unknown,unknown,unknown,unknown,1980
960,Yuvatharam Kadilindi,Dhavala Satyam,Navatharam Pictures,unknown,Murali Mohan,unknown,unknown,1980
961,Vamsa Vruksham,Bapu,Drama,unknown,Anil Kapoor,unknown,unknown,1980
962,Aatmabalam,T. L. V. Prasad,unknown,unknown,Nandamuri Balakrishna,unknown,unknown,1985
963,Adavi Donga,K. Raghavendra Rao,unknown,Chakravarthy,Chiranjeevi,unknown,unknown,1985
964,Agni Parvatam,K. Raghavendra Rao,unknown,Chakravarthy,Krishna Ghattamaneni,unknown,unknown,1985
965,Anveshana,Vamsy,unknown,Ilaiyaraaja,Karthik,unknown,unknown,1985
966,Babayi-Abbayi,Jandhyala,unknown,unknown,Nandamuri Balakrishna,unknown,unknown,1985
967,Bangaru Chilaka,Anil Kumar,unknown,S. P. Balasubrahmanyam,Arjun,unknown,unknown,1985
968,Bhale Thammudu,Paruchuri Brothers,unknown,unknown,Nandamuri Balakrishna,unknown,unknown,1985
969,Bharyabhartala Bandham,V. B. Rajendra Prasad,unknown,Chakravarthy,Akkineni Nageshwara Rao,unknown,unknown,1985
970,Bullet,Bapu,unknown,unknown,Krishnam Raju,unknown,unknown,1985
971,Chattamtho Poratam,Kovelamudi Bapayya,unknown,Chakravarthy,Chiranjeevi,unknown,unknown,1985
972,Chiranjeevi,C. V. Rajendran,unknown,unknown,Chiranjeevi,unknown,unknown,1985
973,Dampatyam,A. Kodandarami Reddy,unknown,unknown,ANR,unknown,unknown,1985
974,Darja Donga,Manivannan,unknown,unknown,Suman,unknown,unknown,1985
975,Devalayam,T. Krishna,unknown,Chakravarthy,Shoban Babu,unknown,unknown,1985
976,Donga,A. Kodandarami Reddy,unknown,Chakravarthy,Chiranjeevi,unknown,unknown,1985
977,Dongala Vetagadu,K. Raghavendra Rao,unknown,Ilaiyaraaja,Kamal Haasan,unknown,unknown,1985
978,Illale Devata,T. L. V. Prasad,unknown,unknown,ANR,unknown,unknown,1985
979,Jwala,Raviraja Pinisetty,unknown,Ilaiyaraaja,Chiranjeevi,unknown,unknown,1985
980,Kattula Kondaiah,S. B. Chakravarthy,unknown,unknown,Nandamuri Balakrishna,unknown,unknown,1985
981,Kongu Mudi,Vijaya Bapineedu,unknown,S. P. Balasubrahmanyam,Shoban Babu,unknown,unknown,1985
982,Kotha Pelli Koothuru,K. S. Rami Reddy,unknown,unknown,Chandra Mohan,unknown,unknown,1985
983,Maa Pallelo Gopaludu,Kodi Ramakrishna,unknown,K. V. Mahadevan,Arjun,unknown,unknown,1985
984,Maha Manishi,M. Balaiah,unknown,unknown,Krishna Ghattamaneni,unknown,unknown,1985
985,Maha Sangramam,A. Kodandarami Reddy,unknown,Chakravarthy,Krishna Ghattamaneni,unknown,unknown,1985
986,Maharaju,Vijaya Bapineedu,unknown,Chakravarthy,Shoban Babu,unknown,unknown,1985
987,Manthra Dandam,Kommineni Seshagiri Rao,unknown,Chakravarthy,Kanta Rao,unknown,unknown,1985
988,Mogudu Pellalu,Jandhyala,unknown,Ramesh Naidu,Naresh,unknown,unknown,1985
989,Muchataga Mugguru,Relangi Narasimha Rao,unknown,K. V. Mahadevan,Chandra Mohan,unknown,unknown,1985
990,Nyayam Meere Cheppali,G. Rammohan Rao,unknown,unknown,Suman,unknown,unknown,1985
991,Oka Radha Iddaru Krishnulu,A. Kodandarami Reddy,unknown,Ilaiyaraaja,Kamal Haasan,unknown,unknown,1985
992,Pachani Kapuram,T. Rama Rao,unknown,Chakravarthy,Krishna Ghattamaneni,unknown,unknown,1985
993,Palnati Simham,A. Kodandarami Reddy,unknown,Chakravarthy,Krishna Ghattamaneni,unknown,unknown,1985
994,Pattabhishekam,K. Raghavendra Rao,unknown,unknown,Nandamuri Balakrishna,unknown,unknown,1985
995,Pratighatana,T. Krishna,unknown,unknown,Vijayshanti,unknown,unknown,1985
996,Preminchu Pelladu,Vamsy,unknown,Ilaiyaraaja,Rajendra Prasad,unknown,unknown,1985
997,Puli,Raj Bharat,unknown,unknown,Chiranjeevi,unknown,unknown,1985
998,Ragile Gundelu,A. Kodandarami Reddy,unknown,Chakravarthy,Mohan Babu,unknown,unknown,1985
999,Rakta Sindhuram,A. Kodandarami Reddy,unknown,Chakravarthy,Chiranjeevi,unknown,unknown,1985
1000,Sri Datta Darsanam,Kamalakara Kameshwara Rao,unknown,unknown,Sarundaman D. Banerjee,unknown,unknown,1985
1001,Siksha,Relangi Narasimha Rao,unknown,K. V. Mahadevan,Chandra Mohan,unknown,unknown,1985
1002,Sravanthi,Kranthi Kumar,unknown,unknown,Mohan,unknown,unknown,1985
1003,Srivari Shobanam,Jandhyala,unknown,Ramesh Naidu,Naresh,unknown,unknown,1985
1004,Surya Chandra,Vijaya Nirmala,unknown,unknown,Krishna Ghattamaneni,unknown,unknown,1985
1005,Tirugubatu,Dasari Narayana Rao,unknown,unknown,Krishnam Raju,unknown,unknown,1985
1006,Vajrayudham,K. Raghavendra Rao,unknown,Chakravarthy,Krishna Ghattamaneni,unknown,unknown,1985
1007,Vande Mataram,T. Krishna,unknown,Chakravarthy,Rajasekhar,unknown,unknown,1985
1008,Vijetha,A. Kodandarami Reddy,unknown,Chakravarthy,Chiranjeevi,unknown,unknown,1985
1009,Yuvataram Pilicindi,P. Bharatiraja,unknown,unknown,unknown,unknown,unknown,1985
1010,Aatma Bandhuvulu,Dasari Narayana Rao,unknown,unknown,Akkineni Nageswara Rao,unknown,unknown,1987
1011,Ajeyudu,G. Ram Mohan Rao,unknown,unknown,Daggubati Venkatesh,unknown,unknown,1987
1012,Allari Krishnaiah,Nandamuri Ramesh,unknown,unknown,Nandamuri Balakrishna,unknown,unknown,1987
1013,Aradhana,Bharathiraja,unknown,Ilaiyaraaja,Chiranjeevi,unknown,unknown,1987
1014,America Abbayi,Singeetam Srinivasa Rao,unknown,Saluri Rajeswara Rao,Master Shravan Shankar,unknown,unknown,1987
1015,Agni Putrudu,K. Raghavendra Rao,unknown,Chakravarthy,Akkineni Nageshwara Rao,unknown,unknown,1987
1016,Aha Naa-Pellanta!,Jandhyala,unknown,Ramesh Naidu,Rajendra Prasad,unknown,unknown,1987
1017,Aranya Kanda,Kranthi Kumar,unknown,Chakravarthy,Akkineni Nagarjuna,unknown,unknown,1987
1018,Bhale Mogudu,Relangi Narasimha Rao,unknown,unknown,Rajendra Prasad,unknown,unknown,1987
1019,Bhanumati Gari Mogudu,A. Kodandarami Reddy,unknown,Chakravarthy,Balakrishna,unknown,unknown,1987
1020,Bharatamlo Arjunudu,K. Raghavendra Rao,unknown,Chakravarthy,Daggubati Venkatesh,unknown,unknown,1987
1021,Bhargava Ramudu,A. Kodandarami Reddy,unknown,Chakravarthy,Balakrishna,unknown,unknown,1987
1022,Brahma Nayudu,Dasari Narayana Rao,unknown,unknown,Krishnam Raju,unknown,unknown,1987
1023,Chakravarthy,Raviraja Pinisetty,unknown,Chakravarthy,Chiranjeevi,unknown,unknown,1987
1024,Chinnari Devatha,L. Raja,unknown,Chandrabose,Arjun,unknown,unknown,1987
1025,Collector Gari Abbai,B. Gopal,unknown,Chakravarthy,Akkineni Nageshwara Rao,unknown,unknown,1987
1026,Dabbevariki Chedu,Relangi Narasimha Rao,unknown,K. V. Mahadevan,Rajendra Prasad,unknown,unknown,1987
1027,Dammit Katha Addam Thirigindi,K. Vasu,unknown,unknown,Rajendra Prasad,unknown,unknown,1987
1028,Dharmapatni,T. L. V. Prasad,unknown,unknown,Suman,unknown,unknown,1987
1029,Donga Garu Swagatham,G. Ram Mohana Rao,unknown,unknown,Krishna,unknown,unknown,1987
1030,Donga Mogudu,A. Kodandarami Reddy,unknown,Chakravarthy,Chiranjeevi,unknown,unknown,1987
1031,Gandhinagar Rendava Veedhi,P. N. Ramachandra Rao,unknown,unknown,Rajendra Prasad,unknown,unknown,1987
1032,Gundamma Gari Krishnulu,Relangi Narasimha Rao,unknown,K. V. Mahadevan,Rajendra Prasad,unknown,unknown,1987
1033,Jebu Donga,A. Kodandarami Reddy,unknown,Chakravarthy,Chiranjeevi,unknown,unknown,1987
1034,Kaboye Alludu,Relangi Narasimha Rao,unknown,unknown,Rajendra Prasad,unknown,unknown,1987
1035,Kirai Dada,A. Kodandarami Reddy,unknown,Chakravarthy,Akkineni Nagarjuna,unknown,unknown,1987
1036,Lawyer Suhasini,Vamsy,unknown,unknown,Bhanu Chander,unknown,unknown,1987
1037,Lawyer Bharathi Devi,"K. Rama Mohan Rao
",unknown,"
",Sarada,unknown,unknown,1987
1038,Maa Ooru,B. Narsing Rao,unknown,unknown,unknown,unknown,unknown,1987
1039,Maa Voori Magadu,K. Bapaiah,unknown,Chakravarthy,Krishna,unknown,unknown,1987
1040,Madana Gopaludu,P. S. Krishna Mohan Reddy,unknown,unknown,Rajendra Prasad,unknown,unknown,1987
1041,Maharshi,Vamsy,unknown,unknown,Shantipriya,unknown,unknown,1987
1042,Majnu,Dasari Narayana Rao,unknown,Laxmikant–Pyarelal,Akkineni Nagarjuna,unknown,unknown,1987
1043,Makutamleni Maharaju,K. Bapayya,unknown,unknown,Krishna,unknown,unknown,1987
1044,Manmadha Leela Kamaraju Gola,Relangi Narasimha Rao,unknown,unknown,Rajendra Prasad,unknown,unknown,1987
1045,Muddayi,K. S. R. Das,unknown,unknown,Krishna,unknown,unknown,1987
1046,Muddu Bidda,P. Chandrasekhara Reddy,unknown,unknown,Krishna,unknown,unknown,1987
1047,Muvva Gopaludu,Kodi Ramakrishna,unknown,unknown,Nandamuri Balakrishna,unknown,unknown,1987
1048,Naku Pellam Kavali,Vijaya Bapineedu,unknown,Vasu Rao,Rajendra Prasad,unknown,unknown,1987
1049,Pasivadi Pranam,A. Kodandarami Reddy,unknown,Chakravarthy,Chiranjeevi,unknown,unknown,1987
1050,Prema Samrat,Mohan Gandhi,unknown,Satyam,Suman,unknown,unknown,1987
1051,President Gari Abbai,Kodi Ramakrishna,unknown,Chakravarthy,Balakrishna,unknown,unknown,1987
1052,Pushpaka Vimanam,Singeetham Srinivasa Rao,unknown,Ilaiyaraaja,Kamal Hassan,unknown,unknown,1987
1053,Ramu,Y. Nageshwara Rao,unknown,Raj-Koti,Balakrishna,unknown,unknown,1987
1054,Sahasa Samrat,K. Raghavendra Rao,unknown,unknown,Balakrishna,unknown,unknown,1987
1055,Samsaram Oka Chadarangam,S. P. Muthuraman,unknown,unknown,Gollapudi Maruti Rao,unknown,unknown,1987
1056,Sankeertana,Geetha Krishna,unknown,Ilaiyaraaja,Akkineni Nagarjuna,unknown,unknown,1987
1057,Sankharavam,Krishna,unknown,unknown,"Krishna, ",unknown,unknown,1987
1058,Sardar Dharmanna,Barisetty Bhaskara Rao,unknown,unknown,Krishnam Raju,unknown,unknown,1987
1059,Sardar Krishnama Naidu,A. Kodandarami Reddy,unknown,unknown,Krishna,unknown,unknown,1987
1060,Shankar Guru,Raja,unknown,unknown,Arjun Sarja,unknown,unknown,1987
1061,Srimathi Oka Bahumathi,Visu,unknown,Sankar Ganesh,Naresh,unknown,unknown,1987
1062,Srinivasa Kalyanam,Kodi Ramakrishna,unknown,K. V. Mahadevan,Daggubati Venkatesh,unknown,unknown,1987
1063,Sruthilayalu,K. Vishwanath,unknown,K. V. Mahadevan,Rajasekhar,unknown,unknown,1987
1064,Swayamkrushi,K. Vishwanath,unknown,Ramesh Naidu,Chiranjeevi,unknown,unknown,1987
1065,Thandri Kodukula Challenge,M. Mallikarjuna Rao,unknown,unknown,Krishna,unknown,unknown,1987
1066,Thene Manasulu,Rajendra Singh Babu,unknown,unknown,Krishna,unknown,unknown,1987
1067,Trimurtulu,K. Murali Mohan Rao,unknown,unknown,Daggubati Venkatesh,unknown,unknown,1987
1068,Vijetha Vikram,S. S. Ravichandra,unknown,unknown,Daggubati Venkatesh,unknown,unknown,1987
1069,Viswanatha Nayakudu,Dasari Narayana Rao,unknown,J. V. Raghavulu,Mohan Babu,unknown,unknown,1987
1070,Aahuti,Kodi Ramakrishna,unknown,Satyam,Rajasekhar,unknown,unknown,1988
1071,Aakhari Poratam,K. Raghavendra Rao,unknown,Ilaiyaraaja,Akkineni Nagarjuna,unknown,unknown,1988
1072,Abhinandana,Ashok Kumar,unknown,Ilaiyaraaja,Karthik,unknown,unknown,1988
1073,Agni Keratalu,Tatineni Rama Rao,unknown,Chakravarthy,Krishna,unknown,unknown,1988
1074,Antima Teerpu,Joshiy,unknown,unknown,Krishnam Raju,unknown,unknown,1988
1075,Asthulu Anthasthulu,Bairisetty Bhaskara Rao,unknown,unknown,Rajendra Prasad,unknown,unknown,1988
1076,Aswaddhama,B. Gopal,unknown,unknown,Krishna,unknown,unknown,1988
1077,Bava Marudula Saval,C. V. Ganesh,unknown,unknown,Rajendra Prasad,unknown,unknown,1988
1078,Bazaar Rowdy,A. Kodandarami Reddy,unknown,Raj-Koti,"Ramesh Babu, ",unknown,unknown,1988
1079,Bhama Kalapam,Relangi Narasimha Rao,unknown,unknown,Rajendra Prasad,unknown,unknown,1988
1080,Bharatamlo Bala Chandrudu,Kodi Ramakrishna,unknown,unknown,Nandamuri Balakrishna,unknown,unknown,1988
1081,Bharya Bhartala Bhagotham,Mahesh Kumar,unknown,unknown,Rajendra Prasad,unknown,unknown,1988
1082,Brahma Puthrudu,Dasari Narayana Rao,unknown,Chakravarthy,Daggubati Venkatesh,unknown,unknown,1988
1083,Chikkadu Dorakadu,Relangi Narasimha Rao,unknown,Chakravarthy,Rajendra Prasad,unknown,unknown,1988
1084,Chinababu,Mohan Gandhi,unknown,Ilaiyaraaja,Akkineni Nagarjuna,unknown,unknown,1988
1085,Chinnodu Peddodu,Relangi Narasimha Rao,unknown,S. P. Balasubrahmanyam,Rajendra Prasad,unknown,unknown,1988
1086,Choopulu Kalasina Subhavela,Jandhyala,unknown,Rajan-Nagendra,Mohan,unknown,unknown,1988
1087,Chuttalabbayi,Kodi Ramakrishna,unknown,unknown,Krishna,unknown,unknown,1988
1088,Daasi,B. Narsing Rao,unknown,unknown,Archana,unknown,unknown,1988
1089,Donga Kollu,Vijaya Baapineedu,unknown,Vasu Rao,Rajendra Prasad,unknown,unknown,1988
1090,Donga Pelli,Ravi Raja Pinisetty,unknown,unknown,Sobhan Babu,unknown,unknown,1988
1091,Donga Ramudu,K. Raghavendra Rao,unknown,Tulasi,Nandamuri Balakrishna,unknown,unknown,1988
1092,Illu Illalu Pillalu,Visu,unknown,Vijayanand,Chandra Mohan,unknown,unknown,1988
1093,Inspector Pratap,Muthyala Subbaiah,unknown,unknown,Nandamuri Balakrishna,unknown,unknown,1988
1094,Jamadagni,Bharatiraja,unknown,unknown,Ghattamaneni Krishna,unknown,unknown,1988
1095,Janaki Ramudu,K. Raghavendra Rao,unknown,K. V. Mahadevan,Akkineni Nagarjuna,unknown,unknown,1988
1096,Jeevana Ganga,Mouli,unknown,unknown,Rajendra Prasad,unknown,unknown,1988
1097,Jeevana Jyothi,Relangi Narasimha Rao,unknown,unknown,Sarath Babu,unknown,unknown,1988
1098,Jhansi Rani,Satyanand,unknown,unknown,Rajendra Prasad,unknown,unknown,1988
1099,Kallu,M. V. Raghu,unknown,unknown,Sivaji Raja,unknown,unknown,1988
1100,Khaidi No. 786,Vijaya Bapineedu,unknown,Raj-Koti,Chiranjeevi,unknown,unknown,1988
1101,Maa Inti Maharaju,Vijaya Bapineedu,unknown,Vasu Rao,Krishnam Raju,unknown,unknown,1988
1102,Maharshi,Vamsy,unknown,Ilaiyaraaja,Maharshi Raghava,unknown,unknown,1988
1103,Manchi Donga,K. Raghavendra Rao,unknown,Chakravarthy,Chiranjeevi,unknown,unknown,1988
1104,Marana Mrudangam,A. Kodandarami Reddy,unknown,Ilaiyaraaja,Chiranjeevi,unknown,unknown,1988
1105,Mugguru Kodukulu,Krishna,unknown,unknown,"Krishna, ",unknown,unknown,1988
1106,Murali Krishnudu,Kodi Ramakrishna,unknown,unknown,Akkineni Nagarjuna,unknown,unknown,1988
1107,Pelli Chesi Choodu,Relangi Narasimha Rao,unknown,Vasu Rao,Rajendra Prasad,unknown,unknown,1988
1108,Prana Snehithulu,unknown,unknown,unknown,Krishnam Raju,unknown,unknown,1988
1109,Raktabhishekam,A. Kodandarami Reddy,unknown,Ilaiyaraaja,Balakrishna,unknown,unknown,1988
1110,Raktha Tilakam,B. Gopal,unknown,unknown,Daggubati Venkatesh,unknown,unknown,1988
1111,Ramudu Bheemudu,K. Muralimohana Rao,unknown,Raj-Koti,Balakrishna,unknown,unknown,1988
1112,Rao Gari Illu,Tharani Rao,unknown,unknown,Akkineni Nageswara Rao,unknown,unknown,1988
1113,Rowdy No.1,S. S. Ravichandra,unknown,unknown,Krishna,unknown,unknown,1988
1114,Rudraveena,K. Balachandar,unknown,Ilaiyaraaja,Chiranjeevi,unknown,unknown,1988
1115,Sahasam Cheyara Dimbhaka,Relangi Narasimha Rao,unknown,Chakravarthy,Rajendra Prasad,unknown,unknown,1988
1116,Samsaram,Relangi Narasimha Rao,unknown,unknown,Sobhan Babu,unknown,unknown,1988
1117,Sri Kanaka Mahalakshmi Recording Dance Troupe,Vamsy,unknown,Ilaiyaraaja,Naresh,unknown,unknown,1988
1118,Station Master,Kodi Ramakrishna,unknown,Chakravarthy,Rajendra Prasad,unknown,unknown,1988
1119,Swarnakamalam,K. Vishwanath,unknown,Ilaiyaraaja,Daggubati Venkatesh,unknown,unknown,1988
1120,Thodallullu,Relangi Narasimha Rao,unknown,unknown,Rajendra Prasad,unknown,unknown,1988
1121,Tiragabadda Telugubidda,A. Kodandarami Reddy,unknown,unknown,Nandamuri Balakrishna,unknown,unknown,1988
1122,Trinetrudu,A. Kodandarami Reddy,unknown,Raj-Koti,Chiranjeevi,unknown,unknown,1988
1123,Varasudochadu,Mohan Gandhi,unknown,Ilaiyaraaja,Daggubati Venkatesh,unknown,unknown,1988
1124,Vivaha Bhojanambu,Jandhyala,unknown,Raj-Koti,Rajendra Prasad,unknown,unknown,1988
1125,Yamudiki Mogudu,Raviraja Pinisetty,unknown,Raj-Koti,Chiranjeevi,unknown,unknown,1988
1126,Yuddha Bhoomi,K. Raghavendra Rao,unknown,Chakravarthy,Chiranjeevi,unknown,unknown,1988
1127,20va Shatabdam,Kodi Ramakrishna,unknown,J. V. Ragahvulu,Suman,unknown,unknown,1990
1128,Aayudham,K. Murali Mohan Rao,unknown,unknown,Krishna,unknown,unknown,1990
1129,Adadhi,A. Mohan Gandhi,unknown,unknown,Siva Krishna,unknown,unknown,1990
1130,Abhisarika,Dasari Narayana Rao,unknown,unknown,Suresh,unknown,unknown,1990
1131,Adavi Diviteelu,R. Narayana Murthy,unknown,unknown,unknown,unknown,unknown,1990
1132,Aggiramudu,unknown,unknown,Chakravarthy,Venkatesh,unknown,unknown,1990
1133,Agni Sakshi,M. A. Aziz,unknown,unknown,Shobana,unknown,unknown,1990
1134,Alajadi,T. Bharadwaja,unknown,Raj-Koti,Bhanuchander,unknown,unknown,1990
1135,Alludugaru,K. Raghavendra Rao,unknown,K. V. Mahadevan,Mohan Babu,unknown,unknown,1990
1136,Anjali,Mani Ratnam,unknown,Ilaiyaraaja,Raghuvaran,unknown,unknown,1990
1137,Ankitham,Bandaleswara Rao,unknown,unknown,Suresh,unknown,unknown,1990
1138,Ankusam,Kodi Ramakrishna,unknown,unknown,Rajasekhar,unknown,unknown,1990
1139,Anna Thammudu,Krishna,unknown,unknown,Krishna,unknown,unknown,1990
1140,Balachandrudu,Krishna,unknown,unknown,Mahesh Babu,unknown,unknown,1990
1141,Bamma Maata Bangaru Baata,Rajasekhar,unknown,Chandrabose,Rajendra Prasad,unknown,unknown,1990
1142,Bobbili Raja,B. Gopal,unknown,Ilaiyaraaja,Daggubati Venkatesh,unknown,unknown,1990
1143,Chaitanya,Prathap Pothan,unknown,Ilaiyaraaja,Akkineni Nagarjuna,unknown,unknown,1990
1144,Chevilo Puvvu,E. V. V. Satyanarayana,unknown,K. V. Mahadevan,Rajendra Prasad,unknown,unknown,1990
1145,Chinnari Muddula Papa,Vaasi Reddy,unknown,unknown,NTR,unknown,unknown,1990
1146,Dagudumuthala Dampathyam,Relangi Narasimha Rao,unknown,unknown,ANR,unknown,unknown,1990
1147,Guru Sishyulu,Muthuraman,unknown,Ilaiyaraaja,Rajendra Prasad,unknown,unknown,1990
1148,Idem Pellam Baboi,Ravi Teja,unknown,Ilaiyaraaja,Rajendra Prasad,unknown,unknown,1990
1149,Iddaru Iddare,A. Kodandarami Reddy,unknown,Raj-Koti,ANR,unknown,unknown,1990
1150,Inspector Rudra,Krishna Ghattamaneni,unknown,K. V. Mahadevan,Krishna,unknown,unknown,1990
1151,Jagadeka Veerudu Athiloka Sundari,K. Raghavendra Rao,unknown,Ilaiyaraaja,Chiranjeevi,unknown,unknown,1990
1152,Jayammu Nischayammu Raa,Jandhyala,unknown,unknown,Rajendra Prasad,unknown,unknown,1990
1153,Kadapa Redamma,Bharathwaja,unknown,unknown,Mohan Babu,unknown,unknown,1990
1154,Kartavyam,Mohan Gandhi,unknown,unknown,Vijayashanti,unknown,unknown,1990
1155,Kodama Simham,Murali Mohan Rao,unknown,Raj-Koti,Chiranjeevi,unknown,unknown,1990
1156,Kokila,Geetha Krishna,unknown,unknown,Naresh,unknown,unknown,1990
1157,Kondaveeti Donga,A. Kodandarami Reddy,unknown,Ilaiyaraaja,Chiranjeevi,unknown,unknown,1990
1158,Lorry Driver,B. Gopal,unknown,Chakravarthy,Balakrishna,unknown,unknown,1990
1159,Magaadu,K. Madhu,unknown,unknown,Rajasekhar,unknown,unknown,1990
1160,Mahajananiki Maradalu Pilla,Vallabhaneni Jhanardan,unknown,unknown,Rajendra Prasad,unknown,unknown,1990
1161,Mama Alludu,Dasari Narayana Rao,unknown,unknown,Rajendra Prasad,unknown,unknown,1990
1162,Manasu Mamata,Mouli,unknown,M. M. Keeravani,Naresh,unknown,unknown,1990
1163,Master Kapuram,P. N. Ramachandra Rao,unknown,unknown,Rajendra Prasad,unknown,unknown,1990
